,target
6063,-0.0104127359873684
5795,0.0342667016488775
3152,-0.1053842518933106
3914,-0.1255926281692694
6073,0.1528285199652294
3190,-0.0294226180966247
5603,-0.1041718321948513
5609,-0.0417892865034417
3342,-0.013917846277207
1019,-0.007314990786886
6010,-0.0390688413351161
2194,-0.0070331238737794
5769,-0.0433936478964904
425,0.0693180620242956
4075,0.0464982482262494
4354,-0.0958652260715235
2147,-0.0263716166478273
722,0.0106769432877017
3844,-0.0683921684559528
1188,0.1175541115616867
4645,-0.0595873705880923
3322,-0.0604098935802683
3441,-0.033855712720905
1311,-0.0352397326283274
4296,0.063417720123483
1494,0.0887254822564501
5742,-0.0186185724025219
3850,-0.1081058579004675
2023,-0.0843225012908879
5867,0.000818241082704
1815,0.0365616394530557
345,0.0232955792142202
3361,0.0267059602439154
263,0.0201732177708133
830,-0.0387567537243203
4202,-0.0641378277901831
4746,0.0137615591528288
5648,-0.0569666683075835
3879,-0.0687390909149746
1687,0.0307721966957782
5730,0.0544627752424801
3763,0.0854315116727284
1497,0.1033317846562027
5016,0.1527974602485232
5849,-0.0572737046186916
2761,0.0514637841083292
6075,0.1736206977516624
1775,-0.0122141300438264
4974,0.0960104484877922
689,-0.0730252186763668
1860,-0.0450490098074678
3954,0.0613545980699189
6077,0.1449512908692835
1293,-0.0930147180390251
3119,-0.0270967074194754
716,-0.0626398822050874
2223,-0.0588071303240082
1695,-0.0722747715414517
3793,-0.0461478434852504
4016,0.0199070815270378
1584,0.044142478114108
2543,-0.0636620387410369
6094,0.1279871001864851
4640,-0.0698942258373002
1835,-0.014800575486145
4916,0.1791519853344443
2019,-0.0523309589957022
3752,0.0025382166984081
1942,0.0150346895660041
4585,-0.0549624731330982
5205,-0.0939331780995024
2898,-0.0288966976273794
2226,-0.0586451222002601
5820,-0.0724278303019733
4351,-0.0715349849163451
3770,-0.1450012314747548
5854,-0.0688105410455862
5816,-0.0116593835823132
3241,-0.020786998313958
3928,0.0583712403402827
3050,-0.0815676386665784
4505,-0.0020923715867195
3873,-0.1356839857129985
2139,0.0304011167050829
1264,-0.0402122292295013
4436,-0.0589992465109899
1226,0.1231889643824166
944,0.0125765237832187
4085,0.0120854027078081
773,0.0286289800718748
1421,0.0275851711595541
2418,0.1507520244804172
1820,-0.0208083272722549
4901,0.2186083166997159
3938,-0.0065766282778621
1951,0.0645690443725193
3378,-0.103995892143117
4716,-0.0109101717831635
2400,0.105330492814176
4672,-0.0741022645156973
4697,-0.0443067900361318
5084,-0.0408665910423865
2912,-0.0816019044025095
632,-0.0792452245375007
4276,-0.1098844995654846
222,0.0441659687398768
5552,-0.0957901529638414
2721,0.037283321477721
1095,0.2041177700526327
2797,-0.0859363213051731
5640,-0.0237258789969947
278,0.0176630586925934
1926,-0.1173581188979999
2589,-0.0721031164319953
1862,-0.0144312137658912
1516,-0.0183126490294778
2162,-0.0836764504805531
915,-0.0022788671394032
2998,-0.0154413008970535
6159,0.1239683569130263
4145,0.0209220949294106
644,-0.0423239750378544
5103,-0.0940491329612794
5912,-0.135378257688408
3175,0.0354968085465914
466,-0.0382473540942699
6190,0.1947826523995756
2804,-0.0113708609286501
5175,-0.0622050711300372
5165,-0.006752774321984
1990,-0.0604936267363008
5073,0.0158658885248479
299,0.0231429108187096
305,0.0012739531214594
1643,-0.0026789705634924
1973,7.356170553493348e-05
2202,-0.0172425687008469
1712,0.0036148129029342
1107,0.1349021837590425
24,-0.0732875290072723
3013,-0.1061657576941264
2270,-0.0113916287211298
6065,-0.0044768865312178
1850,-0.0873459673097155
3917,-0.060692078295555
3081,-0.0650776847782446
2404,0.1881863937915623
141,-0.0655708453756381
4317,0.0077464903873743
6057,-0.0841062592952963
5250,-0.0439728828923716
4176,-0.0761709336868568
671,-0.0258950781468143
438,-0.0531382874465543
5189,-0.1002520326837658
3179,-0.0441562668294769
2327,0.1286816380122226
5738,0.0276483090203254
3565,0.1335978294108078
4156,-0.1083535322927118
5578,0.0177241713995248
77,-0.048744881734817
4497,-0.0784110887967667
2600,-0.0769278826070025
3714,0.0939268191201453
135,-0.1058371874825746
726,0.0098783442600829
1634,-0.0335778158490439
1708,0.0161359515501679
2639,-0.0306128470461136
4713,0.0297715529320021
1651,-0.1022344586610332
6257,0.0622201555103255
3690,0.1253290766918234
5264,0.0629022480684247
5114,0.0267587627041184
1851,-0.0490191867243614
2167,0.0104062446768506
1859,-0.1114213123045078
1151,0.1625955459139897
2258,-0.0721126379981214
1056,0.0955678494724618
5388,-0.0369515897364877
6029,-0.0244567467433926
3817,-0.088493991584366
4627,0.0161674261407929
646,-0.021860665708724
4948,0.1613795321691135
3894,-0.0767454171115372
3549,0.1028270881930408
4965,0.1967198440831135
2554,-0.0137902912424424
4715,-0.0894814729289993
4219,-0.0867245470342127
1671,-0.1381458723632617
1475,0.0532402618332245
4367,-0.0202636303962121
5863,-0.0782180076890777
4325,-0.0190602204193875
2580,-0.0983423112428928
2455,0.2003902876888362
4938,0.1832852807023497
904,-0.0404138925927923
1893,0.0112871587688649
1873,-0.0695033079070583
2571,-0.1273091276852294
2409,0.2140492887009412
5923,0.0826327111513595
2907,-0.0151087972565631
6196,0.1747548929566212
4171,-0.0212259975424176
6031,-0.001352997010834
4241,-0.1097666310750773
3579,0.1880012742050218
3663,0.1151415897060672
3100,-0.069133285305963
148,-0.1190071404073351
5777,-0.0391345169198157
375,-0.1072388101981512
2140,-0.0779084304799028
2813,0.0139041591173347
1002,-0.0016327241938674
2888,-0.1247355171968936
2774,0.0339197849039106
921,0.0229851930758011
4764,0.0097539323561508
5750,0.0031163675052281
5243,0.0631283508119827
3582,0.1466652747182319
1426,0.0258406936349755
351,0.0236753035740949
3009,-0.0722747715414517
3290,-0.04718178944502
5380,3.783378505443884e-05
2101,-0.0029381730698943
5528,-0.0202425233144127
4495,-0.0211651020168031
366,-0.0308904259925197
2504,0.1181827760401819
163,-0.1321437058127751
1419,-0.0361530351876336
2922,-0.0163015292693949
5614,-0.1064227532388992
3063,-0.0246095136636763
4306,-0.0297550915080847
4149,-0.0074358665627504
6107,0.1849691167403022
1838,-0.0437404152258063
1802,0.0014551272059219
2772,0.0668984428324831
3497,0.0274882108585094
3755,0.0788615265468167
2734,0.0179087710116841
5518,0.0375518293439546
2637,-0.0786264662988671
2758,0.0184436184151378
4015,0.0317377743085258
1275,-0.1085161124446354
6087,0.1220121042057155
1765,-0.0130406408842638
2855,-0.0696484231685769
500,-0.056618982285156
1736,-0.0103050972811232
4053,0.0338289576731189
1816,-0.0995699884348838
4814,0.1449505537031707
2434,0.1049892670706566
731,0.0090292296722201
5246,0.0560016890598293
3908,-0.0800042191099653
3819,-0.0446709551879987
2735,0.0500111483427132
5901,-0.0777596355050228
831,-0.0009702017618796
4425,0.0038102035439327
3052,-0.0656969733272883
4382,0.0082352991748077
2025,-0.0624655218950261
1008,-0.0324630317821517
4103,0.0181701533104357
6216,0.1497314002370469
3284,-0.0803265481653246
203,-0.0555480534136495
4992,0.1209603947705718
2675,-0.0306966103397853
411,-0.1331484612053749
3131,-0.0089823048723401
2099,-0.0839865117010768
2679,-0.0820955403807163
2779,0.0303918057430386
1063,0.1384076249429142
6130,0.1771049790912972
237,0.0865135822415546
5833,-0.046165198066621
2732,0.0436735191705568
2113,-0.0267329001037024
2602,-0.0624655218950261
402,0.0630800842419054
3742,-0.0215820461909251
1831,-0.0891766498846836
2689,-0.0209543094166595
3524,-0.0233997448447426
5418,-0.0914730008689736
6106,0.1982083889395209
5839,8.070434926304194e-05
745,-0.0683301442137485
3615,0.1348832263290347
6231,0.1469872570809325
1638,-0.056923969584956
4929,0.1441539495648521
1181,0.1862300789064885
2252,0.0159010408756801
134,-0.0102731394399717
4397,-0.0481344298100068
1302,-0.0198745274626069
3978,0.074169389956222
5641,-0.1450012314747548
2793,0.0227361616863226
6114,0.1896813026416164
1660,0.0146221654593617
526,0.0261937185236947
166,-0.0752526029714781
3650,0.164218033749592
2481,0.1683272484903505
3085,-0.0902177148061508
1821,0.0318297315218992
2601,0.009063301119808
5744,0.0165210788211497
2308,0.0499581852841028
1545,-0.0016228837279153
1823,-0.0846001236270941
1858,-0.0268845107079571
5979,-0.0095620892911396
750,0.0092951955519672
2268,-0.004060206900951
4742,-0.0690165079090117
2266,0.0320157391515535
1175,0.196626516240117
3989,0.0669927271147434
6101,0.0698919392614431
6207,0.1711529722451342
651,-0.0070440417366664
4393,-0.0619537506928196
5676,-0.0205989709353203
2548,-0.1280843625011347
5298,0.0571195819115319
1679,-0.0672348273653872
4118,0.0298690606898413
1109,0.2009256476265919
1689,0.0133978112106361
685,-0.0642687187312958
1700,0.046419101259128
667,-0.0717804146528596
2183,-0.0252909384603323
5519,-0.0619067628347922
4070,-0.0727064010976405
45,-0.0380044030102233
2453,0.2041571855838185
4529,0.0090492743996837
3521,-0.0651692764980062
6013,-0.0153836000599276
5299,0.0228946342725386
1944,-0.1036981514638589
1669,-0.0435694951232874
4841,0.1987886654000966
209,0.0595851678589131
1752,-0.0332155942129571
1161,0.1725925257136404
3775,-0.0788373204696419
4596,-0.0151821491002189
2938,-0.0597148020296192
5101,0.0023220250991092
5263,-0.0474005436536915
5039,-0.0906849085002556
99,-0.0233064046652936
5664,-0.0356352652064439
5633,-0.0057579616184667
2970,-0.0309206400284643
5326,-0.0148925332515448
1734,-0.052402651675016
177,-0.0082759676376802
5122,-0.0675522855754169
2120,0.0208853847287408
1739,-0.0255901834794324
1615,0.0562540807555008
782,-0.0082703777481477
4897,0.1481084863821636
1172,0.1858254955425754
1140,0.1484817965586714
3456,0.0326959570957913
4921,0.1981190741933139
2846,0.0411616239713761
2410,0.2176974445946337
2978,-0.0742856124964933
2737,0.0478912963696513
5585,-0.0623154063530472
4282,0.0919006727731282
5874,-0.0344806770714421
5770,-0.0439728828923716
4273,-0.048970315677227
385,0.0314726521053895
4076,0.0451431275768296
2503,0.0887779679901663
1953,-0.0492458137934215
5813,-0.1002847348548753
1083,0.2186083166997159
2257,-0.0023860932467874
4346,-0.0334824885335714
3157,-0.005566565822608
4264,-0.1136562385662165
3355,-0.0827221573682995
2696,0.0448133903256254
2564,-0.040520209080385
1529,-0.0364546611251818
6161,0.1886081897885179
3243,-0.0079555196556041
5340,-0.0199129576970403
3849,0.0957524702710232
2592,-0.0868507666931399
3552,0.1134265323618814
2317,0.1372683521227853
2539,-0.1102199163333157
4736,-0.0850620715251784
4157,0.0725631085419974
2292,0.193240065284542
4167,-0.0035701701644048
2303,0.1083870836529535
2334,0.0791325035285039
2321,0.1439896118909505
4637,-0.1109574955957535
948,0.0433996375813428
2512,-0.090937169727131
1042,0.1497385283698987
3727,0.2186083166997159
1470,0.0759693466061475
4650,-0.0627113800199978
509,-0.0850864984514146
472,-0.0788806783289728
2269,-0.015973225664656
4260,-0.0998612000368259
1906,0.0726175360075818
362,-0.0272091613662982
3477,-0.0329276199894615
3562,0.1243660919503265
706,-0.0427448767229016
2195,-0.0307052090693979
4797,-0.0510761568181852
4663,0.0006324782372863
6122,0.1562951536152556
5436,-0.1331484612053749
1609,0.0126943795715848
4179,-0.0014705937996398
4315,-0.064317887772664
594,-0.0824079064301717
556,-0.0303324705358602
2307,0.1938750767150058
1716,0.0052376320298876
3398,-0.0408352438068209
4292,-0.0304350287817511
5143,-0.0567039155017752
2274,0.0228669747839991
4280,-0.086347713220835
5061,-0.1064779890995987
3389,0.0158764367217135
4878,0.1222369814837261
3976,0.0553994708193176
4909,0.112023944110977
1947,-0.0201792533482037
3801,-0.0384265737920406
1647,-0.0741715635356111
5503,-0.0814023380333368
4706,-0.0805612105774707
595,-0.0926038145421795
5370,-0.0284212830406509
5672,0.0177139909272451
3798,-0.0294435979163423
4688,0.0185088363742252
747,0.0231902859046325
481,-0.1432992994696708
1963,0.0092413122509568
1577,-0.0162168174545267
5964,-0.0749802320734204
5300,0.0526736028603058
3773,-0.1003665802367698
853,-0.0819343074166963
2208,0.0089710562953089
5745,0.0001116444902526
680,-0.0558328812345596
5211,0.0512316074495695
4437,-0.0555896383552634
551,-0.1043130134559159
985,-0.0564283874867105
5628,-0.027273529956377
1631,0.0547960354690285
275,0.0062371132239185
1564,0.0499216276287596
1757,-0.0290089486233051
4253,-0.1010260155215452
1351,-0.0575609541377938
4521,0.046629893122826
1416,-0.1021496269013068
2873,-0.1036109036535702
5879,-0.0757403633911364
4584,-0.0691782695065492
2447,0.1602574444348073
2392,0.1339229851197998
2669,-0.0852455533560095
10,-0.0139490047116537
5147,-0.0473886955804335
3093,-0.10284936098607
4322,-0.0337872398104219
5317,0.066000503273445
488,-0.1046320776615779
3470,-0.032981494000246
5781,-0.0232057848224731
5650,0.0044817919373652
5930,0.0209396428385867
5345,-0.0375267760665702
140,-0.0770638434584296
5442,0.0323114635124898
3636,0.1906846171429294
3168,0.0157197521786461
2695,-0.1130048585273638
1,0.0297102650350859
1639,0.0570359093238992
1871,-0.056042283228714
3772,-0.026079662305338
5173,-0.0592069365401171
1621,0.0713898432455831
3680,0.1879298192811661
4032,0.0553171076742352
5434,-0.0663876589761961
1266,-0.1147891151306905
558,-0.0305377893954377
217,0.1157061201776452
3715,0.1788832559106703
3667,0.1980897468399314
2412,0.1711050802180197
2472,0.1824912330585879
2184,0.0479758319913117
828,-0.0027845090624722
2989,-0.0939476583458852
5124,-0.0385039281762681
5567,-0.0176994418766987
1855,8.546556756780132e-05
4986,0.1916157960589926
3619,0.0583486928011676
1261,-0.0291798678431244
2621,-0.1164355601270624
4386,-0.0049100260669468
2971,0.0049196919577285
3963,-0.0198850056234913
4898,0.2186083166997159
5998,-0.0030214921573468
3128,0.0043942066395924
5045,-0.0248471915703995
4867,0.1474729902521522
2629,-0.0664346012716338
3707,0.2061562288472117
3149,-0.0625050980089306
6215,0.0933613641633998
4836,0.1452873814334472
2702,0.0683034430147257
652,-0.0202636303962121
329,-0.0872058179251729
5760,-0.0349963760837208
2726,0.0009495208967067
6237,0.2087989254783065
4931,0.1964439649472688
5927,-0.0184517912996668
4482,0.0013437100713638
5959,-0.1037855456877257
3598,0.1758622251283608
3566,0.0558175085554086
2068,-0.0408091355164156
325,-0.0738850659966635
2590,-0.0459976788752421
243,-0.00039282411268
3277,0.0219724605622519
4391,-0.0616802505965389
2289,0.1967909427049933
2640,-0.0450376847653918
5050,0.0225076058986807
6203,0.1271974134316241
1842,-0.106718023800429
1087,0.1273696208426596
1969,0.0188453310857623
2028,-0.0836289121789586
1249,0.172832600197553
5043,0.0069701626465176
419,0.0657535128383115
4531,-0.0291381284758339
2105,0.0520945722869675
5488,-0.0493687267741984
5227,-0.0011844154933135
2942,0.0063005330074175
5550,-0.1008438368451985
4037,-0.0273339478514484
4972,0.059440677190761
6260,0.0899190461137906
4786,-0.060692078295555
5172,-0.0289631875256939
5410,-0.0297846538038518
1386,-0.0236695030605753
1158,0.15734026848915
6038,-0.0652526817140729
3695,0.1896253116879955
2129,-0.1269803846318086
1537,0.0463026050126476
3591,0.1308493399869381
1420,0.0201424544777852
3750,0.0528139007689586
2519,0.0070066498656804
4376,0.0045320868640328
5236,0.0654280166484706
2423,0.1791142813360313
3173,0.0251273825193164
1045,0.2169927558769356
5638,0.0159361695149754
3505,-0.0152460174008171
4490,0.0264253534419486
4791,0.08609577413233
6149,0.1886454740711703
900,-0.1159471846268226
1632,9.974661128996902e-05
1761,0.0155767407257921
5928,-0.0541468228537292
4691,-0.0365315435245013
3520,-0.0213623749768179
5606,-0.0134064054525527
758,-0.0764806780919058
3039,-0.0228089329915662
4848,0.1773887125604573
4035,0.0093649614017717
2979,-0.0789132204290407
6117,0.1746196228664659
642,-0.0872694754392481
5949,-0.0115938051564322
1061,0.1427511864643021
2004,0.0083938388355689
5159,-0.0568386770219618
896,-0.0002656489437893
1380,-0.0292467204913044
4496,-0.0662981591938349
4787,-0.0954462037644562
1427,-0.03952013283203
5944,-0.0704907753817405
2468,0.1416909767750643
5049,0.0012972158215293
3857,0.0351774355201625
5989,-0.0869013403371052
417,-0.0678102830081547
5417,-0.0937020400522625
188,-0.0730349103495651
4899,0.1259409290509887
1299,0.0025245890113539
179,-0.0548598154894079
2454,0.1565395549350363
2172,-0.0394743184649653
4204,-0.045664248446563
6249,0.1270400252769006
4649,-0.0647707803917677
2777,-0.0121779667144775
289,-0.0207088667849021
5620,0.0186206871581066
5150,-0.0680299299207646
4930,0.2186083166997159
2163,-0.0243957652308268
2260,-0.0214019194003235
1553,0.0743555852875224
4569,0.0435155670917287
4583,-0.0360719424761927
4373,0.01310756788975
4289,-0.0444017875943443
5932,0.0147660230302906
335,-0.0125195040085306
1020,-0.0894947666637952
1770,-0.0383866938584134
5846,0.0131483365118077
1800,-0.0209828415120346
5779,-0.0327126795401122
5007,0.1514732050988925
2450,0.1987519998960869
3823,-0.1022344586610332
3234,-0.0394895854428772
1021,-0.0334779534871298
4293,-0.1038555668152903
5394,-0.104490029961427
3178,-0.0089256704197131
4660,-0.0162200730545516
3008,-0.0182584502934496
976,-0.02241508243657
495,0.0127597399460025
2083,-0.1260332360508493
1593,0.0081904954598914
450,-0.0322544257443582
2723,0.0133258634131727
1818,0.0407271204327628
4023,0.109491279471876
538,0.0125334305198739
2591,-0.0108044351607424
3648,0.1559890439964173
4543,0.0061142822151946
5086,-0.0149147543021679
4242,-0.0514398284619853
5700,-0.0283842591556818
2265,-0.039525225806048
5780,-0.0213300427678653
3659,0.1267612511073508
271,-0.0578280779803838
5465,-0.0824427297051441
2085,0.003501238698941
342,0.0803811246997912
5424,0.0662269451758906
2754,0.014787567432617
4969,0.2186083166997159
5481,-0.059669790613005
2628,-0.1032980162958252
5951,-0.078228715657817
352,0.0492295238019443
8,0.1414693533331615
5271,0.060133611074337
2555,-0.0933500861462244
2240,-0.0232765711058492
3732,0.1658030562265735
2722,0.0525581368103406
1004,-0.0388924330171672
339,0.007662173175953
2699,0.0589556131944734
1114,0.1525419419773152
4389,-0.0346520099618406
2574,-0.0631905572001253
4826,0.2186083166997159
7,-0.1334258834962322
1704,0.0708641343289312
4856,0.2186083166997159
5576,-0.0857256536774398
6255,0.0716543350611931
1531,-0.0262372721881555
3034,-0.0172624940444571
585,-0.0720745621742497
